,ticker,indices
886,FIBK,['Russell 2000']
887,FIGS,['Russell 2000']
888,FIS,['S&P 500']
889,FISI,['Russell 2000']
890,FISV,"['S&P 500', 'Nasdaq 100']"
891,FITB,['S&P 500']
892,FIX,['Russell 2000']
893,FIZZ,['Russell 2000']
894,FL,['Russell 2000']
895,FLGT,['Russell 2000']
896,FLIC,['Russell 2000']
897,FLL,['Russell 2000']
898,FLNC,['Russell 2000']
899,FLNG,['Russell 2000']
900,FLR,['Russell 2000']
901,FLT,['S&P 500']
902,FLWS,['Russell 2000']
903,FLYW,['Russell 2000']
904,FMAO,['Russell 2000']
905,FMBH,['Russell 2000']
906,FMC,['S&P 500']
907,FMNB,['Russell 2000']
908,FMTX,['Russell 2000']
909,FN,['Russell 2000']
910,FNA,['Russell 2000']
911,FNKO,['Russell 2000']
912,FNLC,['Russell 2000']
913,FOA,['Russell 2000']
914,FOCS,['Russell 2000']
915,FOLD,['Russell 2000']
916,FOR,['Russell 2000']
917,FORM,['Russell 2000']
918,FORR,['Russell 2000']
919,FOSL,['Russell 2000']
920,FOX,['S&P 500']
921,FOXA,['S&P 500']
922,FOXF,['Russell 2000']
923,FPI,['Russell 2000']
924,FRBA,['Russell 2000']
925,FRBK,['Russell 2000']
926,FRC,['S&P 500']
927,FREE,['Russell 2000']
928,FRG,['Russell 2000']
929,FRME,['Russell 2000']
930,FRO,['Russell 2000']
931,FRPH,['Russell 2000']
932,FRST,['Russell 2000']
933,FRT,['S&P 500']
934,FSBC,['Russell 2000']
935,FSLY,['Russell 2000']
936,FSP,['Russell 2000']
937,FSR,['Russell 2000']
938,FSS,['Russell 2000']
939,FTCI,['Russell 2000']
940,FTDR,['Russell 2000']
941,FTNT,"['S&P 500', 'Nasdaq 100']"
942,FTV,['S&P 500']
943,FUBO,['Russell 2000']
944,FUL,['Russell 2000']
945,FULC,['Russell 2000']
946,FULT,['Russell 2000']
947,FVCB,['Russell 2000']
948,FWRD,['Russell 2000']
949,FWRG,['Russell 2000']
950,FXLV,['Russell 2000']
951,GABC,['Russell 2000']
952,GAMB,['Russell 2000']
953,GATX,['Russell 2000']
954,GBCI,['Russell 2000']
955,GBIO,['Russell 2000']
956,GBL,['Russell 2000']
957,GBT,['Russell 2000']
958,GBX,['Russell 2000']
959,GCBC,['Russell 2000']
960,GCI,['Russell 2000']
961,GCMG,['Russell 2000']
962,GCO,['Russell 2000']
963,GCP,['Russell 2000']
964,GD,['S&P 500']
965,GDEN,['Russell 2000']
966,GDOT,['Russell 2000']
967,GDYN,['Russell 2000']
968,GE,['S&P 500']
969,GEF,['Russell 2000']
970,GEF-B,['Russell 2000']
971,GEO,['Russell 2000']
972,GERN,['Russell 2000']
973,GES,['Russell 2000']
974,GEVO,['Russell 2000']
975,GFF,['Russell 2000']
976,GHC,['Russell 2000']
977,GIC,['Russell 2000']
978,GIII,['Russell 2000']
979,GILD,"['S&P 500', 'Nasdaq 100']"
980,GIS,['S&P 500']
981,GKOS,['Russell 2000']
982,GL,['S&P 500']
983,GLDD,['Russell 2000']
984,GLNG,['Russell 2000']
985,GLRE,['Russell 2000']
986,GLS,['Russell 2000']
987,GLT,['Russell 2000']
988,GLUE,['Russell 2000']
989,GLW,['S&P 500']
990,GM,['S&P 500']
991,GMRE,['Russell 2000']
992,GMS,['Russell 2000']
993,GNK,['Russell 2000']
994,GNL,['Russell 2000']
995,GNRC,['S&P 500']
996,GNTY,['Russell 2000']
997,GNW,['Russell 2000']
998,GOEV,['Russell 2000']
999,GOGL,['Russell 2000']
1000,GOGO,['Russell 2000']
1001,GOLF,['Russell 2000']
1002,GOOD,['Russell 2000']
1003,GOOG,"['S&P 500', 'Nasdaq 100']"
1004,GOOGL,"['S&P 500', 'Nasdaq 100']"
1005,GOSS,['Russell 2000']
1006,GPC,['S&P 500']
1007,GPI,['Russell 2000']
1008,GPMT,['Russell 2000']
1009,GPN,['S&P 500']
1010,GPOR,['Russell 2000']
1011,GPRE,['Russell 2000']
1012,GPRO,['Russell 2000']
1013,GRBK,['Russell 2000']
1014,GRC,['Russell 2000']
1015,GREE,['Russell 2000']
1016,GRMN,['S&P 500']
1017,GRNA,['Russell 2000']
1018,GRPN,['Russell 2000']
1019,GRWG,['Russell 2000']
1020,GS,['S&P 500']
1021,GSAT,['Russell 2000']
1022,GSBC,['Russell 2000']
1023,GSHD,['Russell 2000']
1024,GT,['Russell 2000']
1025,GTLS,['Russell 2000']
1026,GTN,['Russell 2000']
1027,GTY,['Russell 2000']
1028,GTYH,['Russell 2000']
1029,GVA,['Russell 2000']
1030,GWH,['Russell 2000']
1031,GWRS,['Russell 2000']
1032,GWW,['S&P 500']
1033,HA,['Russell 2000']
1034,HAE,['Russell 2000']
1035,HAFC,['Russell 2000']
1036,HAIN,['Russell 2000']
1037,HAL,['S&P 500']
1038,HALO,['Russell 2000']
1039,HAS,['S&P 500']
1040,HASI,['Russell 2000']
1041,HAYN,['Russell 2000']
1042,HBAN,['S&P 500']
1043,HBCP,['Russell 2000']
1044,HBNC,['Russell 2000']
1045,HBT,['Russell 2000']
1046,HCA,['S&P 500']
1047,HCAT,['Russell 2000']
1048,HCC,['Russell 2000']
1049,HCCI,['Russell 2000']
1050,HCI,['Russell 2000']
1051,HCKT,['Russell 2000']
1052,HCSG,['Russell 2000']
1053,HD,['S&P 500']
1054,HDSN,['Russell 2000']
1055,HEAR,['Russell 2000']
1056,HEES,['Russell 2000']
1057,HELE,['Russell 2000']
1058,HES,['S&P 500']
1059,HFFG,['Russell 2000']
1060,HFWA,['Russell 2000']
1061,HGV,['Russell 2000']
1062,HI,['Russell 2000']
1063,HIBB,['Russell 2000']
1064,HIFS,['Russell 2000']
1065,HIG,['S&P 500']
1066,HII,['S&P 500']
1067,HIMS,['Russell 2000']
1068,HIPO,['Russell 2000']
1069,HL,['Russell 2000']
1070,HLF,['Russell 2000']
1071,HLGN,['Russell 2000']
1072,HLI,['Russell 2000']
1073,HLIO,['Russell 2000']
1074,HLIT,['Russell 2000']
1075,HLLY,['Russell 2000']
1076,HLMN,['Russell 2000']
1077,HLNE,['Russell 2000']
1078,HLT,['S&P 500']
1079,HLTH,['Russell 2000']
1080,HLVX,['Russell 2000']
1081,HLX,['Russell 2000']
1082,HMN,['Russell 2000']
1083,HMPT,['Russell 2000']
1084,HMST,['Russell 2000']
1085,HNGR,['Russell 2000']
1086,HNI,['Russell 2000']
1087,HNST,['Russell 2000']
1088,HOLX,['S&P 500']
1089,HOMB,['Russell 2000']
1090,HON,"['S&P 500', 'Nasdaq 100']"
1091,HONE,['Russell 2000']
1092,HOPE,['Russell 2000']
1093,HOUS,['Russell 2000']
1094,HOV,['Russell 2000']
1095,HP,['Russell 2000']
1096,HPE,['S&P 500']
1097,HPK,['Russell 2000']
1098,HPQ,['S&P 500']
1099,HQY,['Russell 2000']
1100,HR,['Russell 2000']
1101,HRI,['Russell 2000']
1102,HRL,['S&P 500']
1103,HRMY,['Russell 2000']
1104,HRT,['Russell 2000']
1105,HRTX,['Russell 2000']
1106,HSC,['Russell 2000']
1107,HSIC,['S&P 500']
1108,HSII,['Russell 2000']
1109,HSKA,['Russell 2000']
1110,HST,['S&P 500']
1111,HSTM,['Russell 2000']
1112,HSY,['S&P 500']
1113,HT,['Russell 2000']
1114,HTBI,['Russell 2000']
1115,HTBK,['Russell 2000']
1116,HTH,['Russell 2000']
1117,HTLD,['Russell 2000']
1118,HTLF,['Russell 2000']
1119,HUBG,['Russell 2000']
1120,HUM,['S&P 500']
1121,HUMA,['Russell 2000']
1122,HURN,['Russell 2000']
1123,HVT,['Russell 2000']
1124,HWC,['Russell 2000']
1125,HWKN,['Russell 2000']
1126,HWM,['S&P 500']
1127,HY,['Russell 2000']
1128,HYFM,['Russell 2000']
1129,HYLN,['Russell 2000']
1130,HYMC,['Russell 2000']
1131,HYZN,['Russell 2000']
1132,HZO,['Russell 2000']
1133,IAS,['Russell 2000']
1134,IBCP,['Russell 2000']
1135,IBEX,['Russell 2000']
1136,IBM,['S&P 500']
1137,IBOC,['Russell 2000']
1138,IBP,['Russell 2000']
1139,IBRX,['Russell 2000']
1140,IBTX,['Russell 2000']
1141,ICE,['S&P 500']
1142,ICFI,['Russell 2000']
1143,ICHR,['Russell 2000']
1144,ICPT,['Russell 2000']
1145,ICVX,['Russell 2000']
1146,IDCC,['Russell 2000']
1147,IDT,['Russell 2000']
1148,IDXX,"['S&P 500', 'Nasdaq 100']"
1149,IDYA,['Russell 2000']
1150,IEA,['Russell 2000']
1151,IESC,['Russell 2000']
1152,IEX,['S&P 500']
1153,IFF,['S&P 500']
1154,IGMS,['Russell 2000']
1155,IGT,['Russell 2000']
1156,IHRT,['Russell 2000']
1157,III,['Russell 2000']
1158,IIIN,['Russell 2000']
1159,IIIV,['Russell 2000']
1160,IIPR,['Russell 2000']
1161,ILMN,"['S&P 500', 'Nasdaq 100']"
1162,ILPT,['Russell 2000']
1163,IMAX,['Russell 2000']
1164,IMGN,['Russell 2000']
1165,IMGO,['Russell 2000']
1166,IMKTA,['Russell 2000']
1167,IMVT,['Russell 2000']
1168,IMXI,['Russell 2000']
1169,INBK,['Russell 2000']
1170,INBX,['Russell 2000']
1171,INCY,['S&P 500']
1172,INDB,['Russell 2000']
1173,INDI,['Russell 2000']
1174,INDT,['Russell 2000']
1175,INFN,['Russell 2000']
1176,INGN,['Russell 2000']
1177,INN,['Russell 2000']
1178,INNV,['Russell 2000']
1179,INO,['Russell 2000']
1180,INSE,['Russell 2000']
1181,INSG,['Russell 2000']
1182,INSM,['Russell 2000']
1183,INSP,['Russell 2000']
1184,INST,['Russell 2000']
1185,INSW,['Russell 2000']
1186,INT,['Russell 2000']
1187,INTA,['Russell 2000']
1188,INTC,"['S&P 500', 'Nasdaq 100']"
1189,INTU,"['S&P 500', 'Nasdaq 100']"
1190,INVA,['Russell 2000']
1191,INVE,['Russell 2000']
1192,IONQ,['Russell 2000']
1193,IOSP,['Russell 2000']
1194,IOVA,['Russell 2000']
1195,IP,['S&P 500']
1196,IPAR,['Russell 2000']
1197,IPG,['S&P 500']
1198,IPI,['Russell 2000']
1199,IPSC,['Russell 2000']
1200,IQV,['S&P 500']
1201,IR,['S&P 500']
1202,IRBT,['Russell 2000']
1203,IRDM,['Russell 2000']
1204,IRM,['S&P 500']
1205,IRMD,['Russell 2000']
1206,IRNT,['Russell 2000']
1207,IRT,['Russell 2000']
1208,IRTC,['Russell 2000']
1209,IRWD,['Russell 2000']
1210,ISEE,['Russell 2000']
1211,ISPO,['Russell 2000']
1212,ISRG,"['S&P 500', 'Nasdaq 100']"
1213,IT,['S&P 500']
1214,ITCI,['Russell 2000']
1215,ITGR,['Russell 2000']
1216,ITIC,['Russell 2000']
1217,ITOS,['Russell 2000']
1218,ITRI,['Russell 2000']
1219,ITW,['S&P 500']
1220,IVR,['Russell 2000']
1221,IVT,['Russell 2000']
1222,IVZ,['S&P 500']
1223,J,['S&P 500']
1224,JACK,['Russell 2000']
1225,JANX,['Russell 2000']
1226,JBHT,['S&P 500']
1227,JBI,['Russell 2000']
1228,JBSS,['Russell 2000']
1229,JBT,['Russell 2000']
1230,JCI,['S&P 500']
1231,JD,['Nasdaq 100']
1232,JELD,['Russell 2000']
1233,JJSF,['Russell 2000']
1234,JKHY,['S&P 500']
1235,JMSB,['Russell 2000']
1236,JNCE,['Russell 2000']
1237,JNJ,['S&P 500']
1238,JNPR,['S&P 500']
1239,JOAN,['Russell 2000']
1240,JOBY,['Russell 2000']
1241,JOE,['Russell 2000']
1242,JOUT,['Russell 2000']
1243,JPM,['S&P 500']
1244,JRVR,['Russell 2000']
1245,JXN,['Russell 2000']
1246,JYNT,['Russell 2000']
1247,K,['S&P 500']
1248,KAI,['Russell 2000']
1249,KALU,['Russell 2000']
1250,KALV,['Russell 2000']
1251,KAMN,['Russell 2000']
1252,KAR,['Russell 2000']
1253,KBAL,['Russell 2000']
1254,KBH,['Russell 2000']
1255,KDNY,['Russell 2000']
1256,KDP,"['S&P 500', 'Nasdaq 100']"
1257,KE,['Russell 2000']
1258,KELYA,['Russell 2000']
1259,KEY,['S&P 500']
1260,KEYS,['S&P 500']
1261,KFRC,['Russell 2000']
1262,KFY,['Russell 2000']
1263,KHC,"['S&P 500', 'Nasdaq 100']"
1264,KIDS,['Russell 2000']
1265,KIM,['S&P 500']
1266,KLAC,"['S&P 500', 'Nasdaq 100']"
1267,KLIC,['Russell 2000']
1268,KLR,['Russell 2000']
1269,KMB,['S&P 500']
1270,KMI,['S&P 500']
1271,KMT,['Russell 2000']
1272,KMX,['S&P 500']
1273,KN,['Russell 2000']
1274,KNBE,['Russell 2000']
1275,KNSA,['Russell 2000']
1276,KNSL,['Russell 2000']
1277,KNTE,['Russell 2000']
1278,KNTK,['Russell 2000']
1279,KO,['S&P 500']
1280,KOD,['Russell 2000']
1281,KODK,['Russell 2000']
1282,KOP,['Russell 2000']
1283,KORE,['Russell 2000']
1284,KOS,['Russell 2000']
1285,KPTI,['Russell 2000']
1286,KR,['S&P 500']
1287,KREF,['Russell 2000']
1288,KRG,['Russell 2000']
1289,KRNY,['Russell 2000']
1290,KRO,['Russell 2000']
1291,KRON,['Russell 2000']
1292,KROS,['Russell 2000']
1293,KRT,['Russell 2000']
1294,KRTX,['Russell 2000']
1295,KRUS,['Russell 2000']
1296,KRYS,['Russell 2000']
1297,KTB,['Russell 2000']
1298,KTOS,['Russell 2000']
1299,KURA,['Russell 2000']
1300,KW,['Russell 2000']
1301,KWR,['Russell 2000']
1302,KYMR,['Russell 2000']
1303,KZR,['Russell 2000']
1304,L,['S&P 500']
1305,LADR,['Russell 2000']
1306,LANC,['Russell 2000']
1307,LAND,['Russell 2000']
1308,LASR,['Russell 2000']
1309,LAUR,['Russell 2000']
1310,LAW,['Russell 2000']
1311,LAZR,['Russell 2000']
1312,LBAI,['Russell 2000']
1313,LBC,['Russell 2000']
1314,LBRT,['Russell 2000']
1315,LC,['Russell 2000']
1316,LCID,['Nasdaq 100']
1317,LCII,['Russell 2000']
1318,LCUT,['Russell 2000']
1319,LDOS,['S&P 500']
1320,LE,['Russell 2000']
1321,LEGH,['Russell 2000']
1322,LEN,['S&P 500']
1323,LEU,['Russell 2000']
1324,LFG,['Russell 2000']
1325,LFLY,['Russell 2000']
1326,LFST,['Russell 2000']
1327,LGF-A,['Russell 2000']
1328,LGF-B,['Russell 2000']
1329,LGIH,['Russell 2000']
1330,LGND,['Russell 2000']
1331,LH,['S&P 500']
1332,LHCG,['Russell 2000']
1333,LHX,['S&P 500']
1334,LICY,['Russell 2000']
1335,LIDR,['Russell 2000']
1336,LILA,['Russell 2000']
1337,LILAK,['Russell 2000']
1338,LIN,['S&P 500']
1339,LIND,['Russell 2000']
1340,LIVN,['Russell 2000']
1341,LKFN,['Russell 2000']
1342,LKQ,['S&P 500']
1343,LL,['Russell 2000']
1344,LLAP,['Russell 2000']
1345,LLY,['S&P 500']
1346,LMAT,['Russell 2000']
1347,LMND,['Russell 2000']
1348,LMT,['S&P 500']
1349,LNC,['S&P 500']
1350,LNDC,['Russell 2000']
1351,LNN,['Russell 2000']
1352,LNT,['S&P 500']
1353,LNTH,['Russell 2000']
1354,LNW,['Russell 2000']
1355,LOB,['Russell 2000']
1356,LOCL,['Russell 2000']
1357,LOCO,['Russell 2000']
1358,LOVE,['Russell 2000']
1359,LOW,['S&P 500']
1360,LPG,['Russell 2000']
1361,LPI,['Russell 2000']
1362,LPRO,['Russell 2000']
1363,LPSN,['Russell 2000']
1364,LQDA,['Russell 2000']
1365,LQDT,['Russell 2000']
1366,LRCX,"['S&P 500', 'Nasdaq 100']"
1367,LRN,['Russell 2000']
1368,LSEA,['Russell 2000']
1369,LTC,['Russell 2000']
1370,LTCH,['Russell 2000']
1371,LTH,['Russell 2000']
1372,LTHM,['Russell 2000']
1373,LULU,['Nasdaq 100']
1374,LUMN,['S&P 500']
1375,LUNG,['Russell 2000']
1376,LUV,['S&P 500']
1377,LVLU,['Russell 2000']
1378,LVOX,['Russell 2000']
1379,LVS,['S&P 500']
1380,LW,['S&P 500']
1381,LWLG,['Russell 2000']
1382,LXFR,['Russell 2000']
1383,LXP,['Russell 2000']
1384,LXRX,['Russell 2000']
1385,LXU,['Russell 2000']
1386,LYB,['S&P 500']
1387,LYEL,['Russell 2000']
1388,LYLT,['Russell 2000']
1389,LYV,['S&P 500']
1390,LZ,['Russell 2000']
1391,LZB,['Russell 2000']
1392,MA,['S&P 500']
1393,MAA,['S&P 500']
1394,MAC,['Russell 2000']
1395,MANT,['Russell 2000']
1396,MAPS,['Russell 2000']
1397,MAR,"['S&P 500', 'Nasdaq 100']"
1398,MARA,['Russell 2000']
1399,MAS,['S&P 500']
1400,MASS,['Russell 2000']
1401,MATW,['Russell 2000']
1402,MATX,['Russell 2000']
1403,MAX,['Russell 2000']
1404,MAXR,['Russell 2000']
1405,MBI,['Russell 2000']
1406,MBIN,['Russell 2000']
1407,MBUU,['Russell 2000']
1408,MBWM,['Russell 2000']
1409,MC,['Russell 2000']
1410,MCB,['Russell 2000']
1411,MCBC,['Russell 2000']
1412,MCBS,['Russell 2000']
1413,MCD,['S&P 500']
1414,MCFT,['Russell 2000']
1415,MCHP,"['S&P 500', 'Nasdaq 100']"
1416,MCK,['S&P 500']
1417,MCO,['S&P 500']
1418,MCRB,['Russell 2000']
1419,MCRI,['Russell 2000']
1420,MCS,['Russell 2000']
1421,MCY,['Russell 2000']
1422,MD,['Russell 2000']
1423,MDC,['Russell 2000']
1424,MDGL,['Russell 2000']
1425,MDLZ,"['S&P 500', 'Nasdaq 100']"
1426,MDRX,['Russell 2000']
1427,MDT,['S&P 500']
1428,MDXG,['Russell 2000']
1429,ME,['Russell 2000']
1430,MED,['Russell 2000']
1431,MEDP,['Russell 2000']
1432,MEG,['Russell 2000']
1433,MEI,['Russell 2000']
1434,MELI,['Nasdaq 100']
1435,MET,['S&P 500']
1436,META,"['S&P 500', 'Nasdaq 100']"
1437,METC,['Russell 2000']
1438,MFA,['Russell 2000']
1439,MGEE,['Russell 2000']
1440,MGI,['Russell 2000']
1441,MGM,['S&P 500']
1442,MGNI,['Russell 2000']
1443,MGNX,['Russell 2000']
1444,MGPI,['Russell 2000']
1445,MGRC,['Russell 2000']
1446,MGTX,['Russell 2000']
1447,MGY,['Russell 2000']
1448,MHK,['S&P 500']
1449,MHO,['Russell 2000']
1450,MIR,['Russell 2000']
1451,MIRM,['Russell 2000']
1452,MITK,['Russell 2000']
1453,MKC,['S&P 500']
1454,MKFG,['Russell 2000']
1455,MKTW,['Russell 2000']
1456,MKTX,['S&P 500']
1457,ML,['Russell 2000']
1458,MLAB,['Russell 2000']
1459,MLI,['Russell 2000']
1460,MLKN,['Russell 2000']
1461,MLM,['S&P 500']
1462,MLNK,['Russell 2000']
1463,MLR,['Russell 2000']
1464,MMC,['S&P 500']
1465,MMI,['Russell 2000']
1466,MMM,['S&P 500']
1467,MMS,['Russell 2000']
1468,MMSI,['Russell 2000']
1469,MN,['Russell 2000']
1470,MNKD,['Russell 2000']
1471,MNRL,['Russell 2000']
1472,MNRO,['Russell 2000']
1473,MNST,"['S&P 500', 'Nasdaq 100']"
1474,MNTK,['Russell 2000']
1475,MNTS,['Russell 2000']
1476,MNTV,['Russell 2000']
1477,MO,['S&P 500']
1478,MOD,['Russell 2000']
1479,MODN,['Russell 2000']
1480,MODV,['Russell 2000']
1481,MOFG,['Russell 2000']
1482,MOG-A,['Russell 2000']
1483,MOH,['S&P 500']
1484,MORF,['Russell 2000']
1485,MOS,['S&P 500']
1486,MOV,['Russell 2000']
1487,MPAA,['Russell 2000']
1488,MPB,['Russell 2000']
1489,MPC,['S&P 500']
1490,MPLN,['Russell 2000']
1491,MPWR,['S&P 500']
1492,MPX,['Russell 2000']
1493,MQ,['Russell 2000']
1494,MRC,['Russell 2000']
1495,MRK,['S&P 500']
1496,MRNA,"['S&P 500', 'Nasdaq 100']"
1497,MRO,['S&P 500']
1498,MRSN,['Russell 2000']
1499,MRTN,['Russell 2000']
1500,MRVL,['Nasdaq 100']
1501,MS,['S&P 500']
1502,MSBI,['Russell 2000']
1503,MSCI,['S&P 500']
1504,MSEX,['Russell 2000']
1505,MSFT,"['S&P 500', 'Nasdaq 100']"
1506,MSGE,['Russell 2000']
1507,MSI,['S&P 500']
1508,MSTR,['Russell 2000']
1509,MTB,['S&P 500']
1510,MTCH,"['S&P 500', 'Nasdaq 100']"
1511,MTD,['S&P 500']
1512,MTDR,['Russell 2000']
1513,MTH,['Russell 2000']
1514,MTOR,['Russell 2000']
1515,MTRN,['Russell 2000']
1516,MTSI,['Russell 2000']
1517,MTTR,['Russell 2000']
1518,MTW,['Russell 2000']
1519,MTX,['Russell 2000']
1520,MU,"['S&P 500', 'Nasdaq 100']"
1521,MULN,['Russell 2000']
1522,MUR,['Russell 2000']
1523,MUSA,['Russell 2000']
1524,MVBF,['Russell 2000']
1525,MVIS,['Russell 2000']
1526,MVST,['Russell 2000']
1527,MWA,['Russell 2000']
1528,MXCT,['Russell 2000']
1529,MXL,['Russell 2000']
1530,MYE,['Russell 2000']
1531,MYFW,['Russell 2000']
1532,MYGN,['Russell 2000']
1533,MYPS,['Russell 2000']
1534,MYRG,['Russell 2000']
1535,NABL,['Russell 2000']
1536,NAPA,['Russell 2000']
1537,NARI,['Russell 2000']
1538,NAT,['Russell 2000']
1539,NATR,['Russell 2000']
1540,NAUT,['Russell 2000']
1541,NAVI,['Russell 2000']
1542,NBHC,['Russell 2000']
1543,NBN,['Russell 2000']
1544,NBR,['Russell 2000']
1545,NBTB,['Russell 2000']
1546,NC,['Russell 2000']
1547,NCLH,['S&P 500']
1548,NDAQ,['S&P 500']
1549,NDLS,['Russell 2000']
1550,NDSN,['S&P 500']
1551,NDX,['Nasdaq 100']
1552,NE,['Russell 2000']
1553,NEE,['S&P 500']
1554,NEM,['S&P 500']
1555,NEO,['Russell 2000']
1556,NEOG,['Russell 2000']
1557,NESR,['Russell 2000']
1558,NETI,['Russell 2000']
1559,NEX,['Russell 2000']
1560,NEXT,['Russell 2000']
1561,NFBK,['Russell 2000']
1562,NFLX,"['S&P 500', 'Nasdaq 100']"
1563,NG,['Russell 2000']
1564,NGM,['Russell 2000']
1565,NGMS,['Russell 2000']
1566,NGVC,['Russell 2000']
1567,NGVT,['Russell 2000']
1568,NHC,['Russell 2000']
1569,NHI,['Russell 2000']
1570,NI,['S&P 500']
1571,NIC,['Russell 2000']
1572,NJR,['Russell 2000']
1573,NKE,['S&P 500']
1574,NKLA,['Russell 2000']
1575,NKTR,['Russell 2000']
1576,NKTX,['Russell 2000']
1577,NL,['Russell 2000']
1578,NLOK,['S&P 500']
1579,NLSN,['S&P 500']
1580,NMIH,['Russell 2000']
1581,NMRK,['Russell 2000']
1582,NN,['Russell 2000']
1583,NNI,['Russell 2000']
1584,NNOX,['Russell 2000']
1585,NOC,['S&P 500']
1586,NODK,['Russell 2000']
1587,NOG,['Russell 2000']
1588,NOTV,['Russell 2000']
1589,NOVA,['Russell 2000']
1590,NOVT,['Russell 2000']
1591,NOW,['S&P 500']
1592,NP,['Russell 2000']
1593,NPK,['Russell 2000']
1594,NPO,['Russell 2000']
1595,NPTN,['Russell 2000']
1596,NR,['Russell 2000']
1597,NRC,['Russell 2000']
1598,NRDS,['Russell 2000']
1599,NRDY,['Russell 2000']
1600,NREF,['Russell 2000']
1601,NRG,['S&P 500']
1602,NRGV,['Russell 2000']
1603,NRIX,['Russell 2000']
1604,NSC,['S&P 500']
1605,NSIT,['Russell 2000']
1606,NSP,['Russell 2000']
1607,NSSC,['Russell 2000']
1608,NSTG,['Russell 2000']
1609,NTAP,['S&P 500']
1610,NTB,['Russell 2000']
1611,NTCT,['Russell 2000']
1612,NTES,['Nasdaq 100']
1613,NTGR,['Russell 2000']
1614,NTLA,['Russell 2000']
1615,NTRS,['S&P 500']
1616,NTST,['Russell 2000']
1617,NTUS,['Russell 2000']
1618,NUE,['S&P 500']
1619,NUS,['Russell 2000']
1620,NUTX,['Russell 2000']
1621,NUVA,['Russell 2000']
1622,NUVB,['Russell 2000']
1623,NUVL,['Russell 2000']
1624,NVDA,"['S&P 500', 'Nasdaq 100']"
1625,NVEE,['Russell 2000']
1626,NVR,['S&P 500']
1627,NVRO,['Russell 2000']
1628,NVTA,['Russell 2000']
1629,NWBI,['Russell 2000']
1630,NWE,['Russell 2000']
1631,NWL,['S&P 500']
1632,NWLI,['Russell 2000']
1633,NWN,['Russell 2000']
1634,NWPX,['Russell 2000']
1635,NWS,['S&P 500']
1636,NWSA,['S&P 500']
1637,NX,['Russell 2000']
1638,NXGN,['Russell 2000']
1639,NXPI,"['S&P 500', 'Nasdaq 100']"
1640,NXRT,['Russell 2000']
1641,NYMT,['Russell 2000']
1642,O,['S&P 500']
1643,OAS,['Russell 2000']
1644,OB,['Russell 2000']
1645,OBNK,['Russell 2000']
1646,OCFC,['Russell 2000']
1647,OCGN,['Russell 2000']
1648,OCUL,['Russell 2000']
1649,ODFL,"['S&P 500', 'Nasdaq 100']"
1650,ODP,['Russell 2000']
1651,OEC,['Russell 2000']
1652,OFC,['Russell 2000']
1653,OFG,['Russell 2000']
1654,OFIX,['Russell 2000']
1655,OFLX,['Russell 2000']
1656,OGN,['S&P 500']
1657,OGS,['Russell 2000']
1658,OI,['Russell 2000']
1659,OII,['Russell 2000']
1660,OIS,['Russell 2000']
1661,OKE,['S&P 500']
1662,OKTA,['Nasdaq 100']
1663,OLO,['Russell 2000']
1664,OLP,['Russell 2000']
1665,OM,['Russell 2000']
1666,OMC,['S&P 500']
1667,OMCL,['Russell 2000']
1668,OMI,['Russell 2000']
1669,OMIC,['Russell 2000']
1670,ON,['S&P 500']
1671,ONB,['Russell 2000']
1672,ONDS,['Russell 2000']
1673,ONEM,['Russell 2000']
1674,ONEW,['Russell 2000']
1675,ONL,['Russell 2000']
1676,ONTF,['Russell 2000']
1677,ONTO,['Russell 2000']
1678,OOMA,['Russell 2000']
1679,OPAD,['Russell 2000']
1680,OPCH,['Russell 2000']
1681,OPFI,['Russell 2000']
1682,OPI,['Russell 2000']
1683,OPK,['Russell 2000']
1684,OPRT,['Russell 2000']
1685,OPRX,['Russell 2000']
1686,OPY,['Russell 2000']
1687,ORA,['Russell 2000']
1688,ORC,['Russell 2000']
1689,ORCL,['S&P 500']
1690,ORGN,['Russell 2000']
1691,ORGO,['Russell 2000']
1692,ORLY,"['S&P 500', 'Nasdaq 100']"
1693,ORRF,['Russell 2000']
1694,OSBC,['Russell 2000']
1695,OSCR,['Russell 2000']
1696,OSIS,['Russell 2000']
1697,OSPN,['Russell 2000']
1698,OSTK,['Russell 2000']
1699,OSUR,['Russell 2000']
1700,OSW,['Russell 2000']
1701,OTIS,['S&P 500']
1702,OTLK,['Russell 2000']
1703,OTTR,['Russell 2000']
1704,OUST,['Russell 2000']
1705,OUT,['Russell 2000']
1706,OWLT,['Russell 2000']
1707,OXM,['Russell 2000']
1708,OXY,['S&P 500']
1709,PACB,['Russell 2000']
1710,PACK,['Russell 2000']
1711,PAHC,['Russell 2000']
1712,PANW,['Nasdaq 100']
1713,PAR,['Russell 2000']
1714,PARA,['S&P 500']
1715,PARR,['Russell 2000']
1716,PATK,['Russell 2000']
1717,PAYA,['Russell 2000']
1718,PAYC,['S&P 500']
1719,PAYO,['Russell 2000']
1720,PAYX,"['S&P 500', 'Nasdaq 100']"
1721,PBF,['Russell 2000']
1722,PBFS,['Russell 2000']
1723,PBH,['Russell 2000']
1724,PBI,['Russell 2000']
1725,PCAR,"['S&P 500', 'Nasdaq 100']"
1726,PCB,['Russell 2000']
1727,PCH,['Russell 2000']
1728,PCRX,['Russell 2000']
1729,PCSB,['Russell 2000']
